BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-1.2381025482653185,-1.0793482199290367,-0.3680497962930337,-1.0004881736874678,0.38370427611216806,-0.9445383628108073,-0.7668588659423672,-0.9033150824647835,-0.606642497653115,-0.8832039779138953,-0.9058008546148201,-0.573664402731217,-1.4253534843093465,-0.9838763837579614,-0.8243881959259134,-0.6778889053575723,0.4222524033027193
1.0519610278667324,-0.4249386783236977,-1.5051492046165484,-1.0004881736874678,-1.0854218613565925,1.3999094187784449,-1.278866337628933,-0.9033150824647835,-1.0044452481960895,1.124422823144492,1.0443420894477968,-1.3876243600762577,0.9242169673882726,1.285320531783197,0.9173926473295593,1.2350213506845809,0.4222524033027193
0.8606160742171997,0.6286118807356262,0.5216570262908466,1.065381254555571,-1.0854218613565925,-0.9445383628108073,1.218860069622085,1.7325544652402265,-1.0044452481960895,-0.8832039779138953,-0.9058008546148201,0.49475736558624583,1.0121939900907113,-0.29172183312828565,0.4759055589941347,-0.6778889053575723,0.4222524033027193
0.5705424345256803,-1.710850854612928,0.875823027844158,1.229556012557735,-1.0854218613565925,0.6804505325593442,-1.015926478698873,-0.09222972840577211,-1.0044452481960895,0.13607073201528644,0.19457998842772653,-0.8727179484186961,1.0121939900907113,-2.7820846977462277,-0.11581175709694097,-0.6778889053575723,0.4222524033027193
0.11192514277839485,0.6286118807356262,-0.9047864318964407,-0.019901686063709217,-1.0854218613565925,-0.9445383628108073,-1.015926478698873,-0.09222972840577211,-1.0044452481960895,-0.8832039779138953,-0.9058008546148201,-0.8727179484186961,-1.2157050440480273,-0.23166900165717091,-0.3273047033919284,-0.6778889053575723,0.4222524033027193
0.6279126633670779,0.6286118807356262,0.8102324849521233,-1.0004881736874678,1.2543767597273054,-0.9445383628108073,0.5114026458363887,-0.9033150824647835,0.8015206460022669,-0.8832039779138953,-0.9058008546148201,0.2287343400082648,-0.7418500899781912,0.31408272769395834,1.561302502848333,-0.6778889053575723,0.4222524033027193
-0.04296805614872066,0.6286118807356262,1.8802584051374134,1.567936678110069,1.0337706107439564,-0.9445383628108073,1.218860069622085,1.7325544652402265,1.3771360602705487,-0.8832039779138953,-0.9058008546148201,1.6442006064518258,1.7752734456770283,1.7443994965470218,-0.5130747469295818,1.8736375707124928,0.4222524033027193
0.6332576000782393,0.6286118807356262,0.245858232307889,-1.0004881736874678,0.882339165322343,-0.9445383628108073,1.218860069622085,-0.9033150824647835,1.3771360602705487,-0.8832039779138953,-0.9058008546148201,0.49475736558624583,-0.4502238340392366,-0.23091614289199838,0.33794697511182215,-0.6778889053575723,0.4222524033027193
0.24430707460707043,0.6286118807356262,0.5768459456381441,1.0257635723449037,0.6252637516621226,-0.9445383628108073,-0.30404743393999295,-0.09222972840577211,0.008147344600584193,-0.8832039779138953,-0.9058008546148201,-0.06607154928156658,0.9242169673882726,-0.2214733965552196,-0.11686369568260183,-0.6778889053575723,0.4222524033027193
-0.744740161759151,-1.8454665226774571,0.7883908485672532,1.191273941040677,-1.0854218613565925,-0.9445383628108073,-0.7668588659423672,0.4456965318514167,-1.0044452481960895,-0.8832039779138953,-0.9058008546148201,-0.36243805183636163,1.506627903522507,0.16789218281408907,-1.12181596632428,-0.6778889053575723,0.4222524033027193
0.39963457196812874,0.6286118807356262,0.6109375938983993,-1.0004881736874678,1.1304345375360219,-0.9445383628108073,1.218860069622085,-0.9033150824647835,1.3771360602705487,-0.8832039779138953,-0.9058008546148201,0.49475736558624583,-1.2157050440480273,0.11174624839003935,1.481109151554999,-0.6778889053575723,0.4222524033027193
-0.03976999105975929,-1.0793482199290367,0.8732457152395143,1.2284468727265954,-1.0854218613565925,-0.9445383628108073,-0.530019745894781,0.813139670784671,-1.0044452481960895,-0.8832039779138953,-0.9058008546148201,0.046191876050973954,-0.6169809698561062,-0.20397227224722375,-0.7272014319347376,-0.6778889053575723,0.4222524033027193
0.5061363944030299,0.6286118807356262,1.3368209046597395,1.352114363741167,1.0476771651826045,-0.9445383628108073,1.218860069622085,0.813139670784671,1.2849988551983704,-0.8832039779138953,-0.9058008546148201,1.0197360797621138,-0.12965951392450176,-0.30711303605043916,0.26894517042464794,1.3284548649963317,0.4222524033027193
