BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0.3790449186812894,0.862496620519562,0.4229940419519034,0.0,0.45587891281615606,0.0,0.22239283353497202,0.0,0.11547677351370138,0.0,0.0,0.18673331429495207,0.46681108490506484,0.49032393187413587,0.43887403179363305,0.0,1.0
0.8191158427950722,0.9328858728412253,0.0,0.0,0.0,0.8150754869227221,0.0,0.0,0.0,0.24352920263397,0.3338887761076433,0.0,0.7718141561229823,0.7679185605738317,0.6200126223673178,0.2895063548867717,1.0
0.7937990503727781,1.0,0.615883626603055,0.6266105378478742,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4359695403536438,0.7826314078605396,0.593924651072179,0.5723026584883719,0.0,1.0
0.7528714820654958,0.7104937034038774,0.6771247569119678,0.6889183114981265,0.0,0.49547196799607685,0.11547677351370138,0.11547677351370138,0.0,0.08735480693716614,0.14379806887337757,0.1178156039716956,0.7826314078605396,0.0,0.5103248103153541,0.0,1.0
0.6806763667828295,1.0,0.26232477558865075,0.26689371436784354,0.0,0.0,0.11547677351370138,0.11547677351370138,0.0,0.0,0.0,0.1178156039716956,0.4953747452902386,0.601905026981797,0.488692547904882,0.0,1.0
0.761228752746319,1.0,0.6662850423672966,0.0,0.7180841113941909,0.0,0.7369658827051854,0.0,0.6629647089971257,0.0,0.0,0.37346662858990415,0.558912040916852,0.6687188011218324,0.6920067397276725,0.0,1.0
0.6538074788903169,1.0,0.8209623213324713,0.8256427532173239,0.6521891211170016,0.0,1.0,1.0,1.0,0.0,0.0,0.7095289012316469,0.8747927114102756,0.8082837338140224,0.46990863198603994,1.0,1.0
0.7620004880806236,1.0,0.5629781265800367,0.0,0.6067457950477841,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.5973306678608046,0.6020042018419663,0.5576558396873492,0.0,1.0
0.7025770933514274,1.0,0.6258862223378766,0.6119352184753983,0.5292024940150241,0.0,0.41503713860503866,0.11547677351370138,0.32192809488736235,0.0,0.0,0.30454891826664765,0.7718141561229823,0.603246295240429,0.5102165523156721,0.0,1.0
0.5106201546465303,0.6280316469350506,0.6626275351353988,0.6741685900534766,0.0,0.0,0.22239283353497202,0.22239283353497202,0.0,0.0,0.0,0.2356312079433912,0.8426816200411689,0.6517497160212886,0.40972723818152007,0.0,1.0
0.7271377922004088,1.0,0.6319755104054197,0.0,0.6811072498340698,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.4953747452902386,0.645062809911144,0.6828779821775188,0.0,1.0
0.6543766792022111,0.862496620519562,0.6767028250534175,0.6884890308070979,0.0,0.0,0.32192809488736235,0.32192809488736235,0.0,0.0,0.0,0.3307502157051291,0.5754248747569366,0.605539567660951,0.448503768512559,0.0,1.0
0.7433244758911701,1.0,0.7478260561091824,0.7370853257552246,0.6563537304520511,0.0,1.0,0.32192809488736235,0.9385997062393201,0.0,0.0,0.5601999428848562,0.638979574330508,0.5918568806584145,0.5503756056705394,0.32192809488736235,1.0
0.69280905384451,1.0,0.7099791410974264,0.5692177631622859,0.7433635735127196,0.0,0.8073549220576041,0.22239283353497202,0.8073549220576041,0.0,0.0,0.5601999428848562,0.7826314078605396,0.6841991212137599,0.4909637545761699,0.11547677351370138,1.0
0.8045006735566637,1.0,0.0,0.0,0.0,0.5437921912015901,0.0,0.0,0.0,0.08735480693716614,0.14379806887337757,0.0,0.638979574330508,0.6177598685120588,0.61289861224751,0.0,1.0
0.89678915033791,1.0,0.6838323476932432,0.0,0.7369955987473752,0.7194370998233911,0.5849625007211562,0.0,0.5849625007211562,0.16823368411269107,0.3338887761076433,0.4223645222383433,0.7927503613179727,0.7013135385837175,0.680266607988544,0.0,1.0
0.7749532324925059,0.9068905956085185,0.0,0.0,0.0,0.7371266874632021,0.0,0.0,0.0,0.24352920263397,0.28759613774675513,0.0,0.638979574330508,0.5513823340721329,0.5269379516906489,0.0,0.40597497681599126
0.37950098775783997,0.5405679305204321,0.579036606264771,0.0,0.6240527108293294,0.0,0.5025006799867999,0.0,0.41503713860503866,0.0,0.0,0.37346662858990415,0.6104002530880974,0.511677446809508,0.381994024381001,0.32192809488736235,1.0
0.7708067302499031,1.0,0.5763906353188482,0.4821240806214574,0.5814638103628942,0.0,0.7369658827051854,0.11547677351370138,0.6629647089971257,0.0,0.0,0.3913749648496988,0.8688751121873277,0.6877479768055365,0.5875557507948473,0.0,1.0
0.8303636336319984,1.0,0.554661157960763,0.0,0.5977822394511508,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.6840778229474522,0.6425325365274809,0.8384808772379733,0.0,1.0
0.772205046242062,1.0,0.4796102596062536,0.0,0.5168966511108312,0.0,0.7369658827051854,0.0,0.7369658827051854,0.0,0.0,0.37346662858990415,0.5754248747569366,0.49952834028858406,0.8459597915752576,0.0,1.0
0.8888756543682208,1.0,0.8108894509930222,0.8181025393706514,0.6098269282770763,0.5053697006230248,1.0,0.9385997062393201,1.0,0.31396347517706913,0.40369221643405484,0.7704149447975278,0.8462052629418748,0.7051444309946311,0.6589003489910572,0.0,1.0
0.4965154786349613,0.7104937034038774,0.6208579965102314,0.0,0.6691254258717994,0.0,1.0,0.0,1.0,0.0,0.0,0.4912822325615997,0.558912040916852,0.7168723008371223,0.3965048081859915,0.0,1.0
0.8364754216541261,0.862496620519562,0.7735379095766476,0.7675315187103902,0.6663873860592362,0.8348901829224747,1.0,0.11547677351370138,0.9385997062393201,0.31396347517706913,0.5474902853074324,0.4485658196768247,0.8112176950128831,0.8451946604096614,0.6453489861974713,0.0,1.0
0.8715298160578321,1.0,0.0,0.0,0.0,0.6211921676999049,0.0,0.0,0.0,0.3384893580695243,0.3338887761076433,0.0,0.7476455818249981,0.6702002659063839,0.658751517245061,0.0,0.8706984847056551
0.5216275173778282,1.0,0.5548833053495104,0.0,0.5980216572680065,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.638979574330508,0.49627403704473,0.45264909607236253,0.0,1.0
0.7497383549556986,1.0,0.4291255525469634,0.43659967836590174,0.0,0.5115477303684175,0.22239283353497202,0.22239283353497202,0.0,0.24352920263397,0.3717126157137991,0.18673331429495207,0.5499541741628404,0.6269583758106294,0.6111941094678549,0.0,1.0
0.49132619441234654,1.0,0.5052141927813157,0.0,0.5444911135902626,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.46681108490506484,0.49300254371179864,0.4535910525285749,0.0,1.0
0.900643844984643,1.0,0.5519362648214202,0.5016893646182393,0.5201128445751283,0.7167615574676957,0.7369658827051854,0.22239283353497202,0.5025006799867999,0.6615101524734891,0.5877692631634879,0.37346662858990415,0.8353875135106013,0.6811152965261773,0.6583124377247553,0.0,1.0
0.3184581849457311,1.0,0.42731002112311794,0.0,0.4605304296158518,0.0,0.5025006799867999,0.0,0.5025006799867999,0.0,0.0,0.30454891826664765,0.7695581884911724,0.4694575720713166,0.4508265569625608,0.0,1.0
0.954286677506419,1.0,0.7424988622776418,0.6520510369597735,0.7597530738746652,0.7495769193282236,1.0,0.22239283353497202,1.0,0.44250704934975993,0.4974595861595461,0.7095289012316469,0.8688751121873277,0.7707378724099716,0.7198828230996555,0.0,1.0
0.7163207316413708,1.0,0.667281001439063,0.564641781201384,0.6840522571572135,0.4809205065023771,1.0,0.11547677351370138,1.0,0.16823368411269107,0.22791454684042156,0.6507617879279374,0.7476455818249981,0.5974034759832848,0.49295911353450694,0.0,1.0
0.8945035489767772,1.0,0.535789626700428,0.5451215321501804,0.0,0.6581416986904851,0.11547677351370138,0.11547677351370138,0.0,0.16823368411269107,0.28759613774675513,0.2356312079433912,0.8353875135106013,0.6877094529599755,0.6956135042265791,0.0,1.0
0.49129866680106377,1.0,0.5979414804920893,0.6083558914518539,0.0,0.0,0.9385997062393201,0.9385997062393201,0.0,0.0,0.0,0.4223645222383433,0.4953747452902386,0.5584939945083567,0.4691156656569531,0.37851162325372983,1.0
0.8286229309862638,0.788496122600224,0.5839398763407032,0.0,0.6293371763531113,0.0,1.0,0.0,1.0,0.0,0.0,0.4602926751729552,0.8426816200411689,0.837656723606543,0.8705270749085825,0.0,1.0
0.752241582432214,1.0,0.0,0.0,0.0,0.42820176608872357,0.0,0.0,0.0,0.08735480693716614,0.14379806887337757,0.0,0.558912040916852,0.54134980262526,0.5733296301807235,0.0,1.0
0.9044608081446476,1.0,0.0,0.0,0.0,0.8448154452287993,0.0,0.0,0.0,0.5964742905834144,0.5155106845871766,0.0,0.8112176950128831,0.6831047041474968,0.6749153533206489,0.0,0.8706984847056551
0.8428722553927177,1.0,0.7199274578676761,0.6975059516935259,0.6591761636387642,0.691172439964973,0.8073549220576041,0.5849625007211562,0.8073549220576041,0.31396347517706913,0.4313942066201326,0.6352991339717767,0.7190610364693493,0.6820577612749108,0.6522978287725025,0.0,1.0
0.8872682861680201,1.0,0.49285289481042527,0.5014369665912312,0.0,0.7417293913075875,0.11547677351370138,0.11547677351370138,0.0,0.31396347517706913,0.5321160854510346,0.18673331429495207,0.8112176950128831,0.6573066989347284,0.6776760822493073,0.0,1.0
0.736026998398669,0.5405679305204321,0.6362114546134325,0.6472924178210714,0.0,0.8111089301365113,0.11547677351370138,0.11547677351370138,0.0,0.31396347517706913,0.40369221643405484,0.3307502157051291,0.7826314078605396,0.9144333536811724,0.5845589314254519,0.41503713860503866,1.0
0.6594902507354428,0.788496122600224,0.0,0.0,0.0,0.7480908916549082,0.0,0.0,0.0,0.24352920263397,0.28759613774675513,0.0,0.558912040916852,0.7410658770468079,0.5016695674737117,0.22239283353497202,1.0
0.6765240877025943,0.9328858728412253,0.6788123070613887,0.6281948121599037,0.6594336063566372,0.7147576128328138,0.6629647089971257,0.5025006799867999,0.41503713860503866,0.24352920263397,0.5155106845871766,0.5663814236485203,0.638979574330508,0.6591663444701643,0.523709795867915,0.15200294917553864,1.0
0.844296696480842,1.0,0.49277156131987293,0.501354216506542,0.0,0.0,0.11547677351370138,0.11547677351370138,0.0,0.0,0.0,0.1178156039716956,0.7025429795023068,0.6246614404317142,0.666184162004065,0.0,1.0
0.7323060117610162,1.0,0.0,0.0,0.0,0.6785292218324009,0.0,0.0,0.0,0.08735480693716614,0.14379806887337757,0.0,0.5303396821809085,0.5481118664456447,0.5128503928032271,0.0,1.0
0.8705303699975686,1.0,0.6787425778763998,0.5797585228913968,0.6948039572951882,0.0,1.0,0.41503713860503866,1.0,0.0,0.0,0.5174835300000812,0.8022557314731309,0.6706926214956719,0.6384217991639901,0.0,1.0
0.7829617958274941,1.0,0.5631473937862024,0.4319120560424253,0.5819478240994578,0.48545062499648434,0.41503713860503866,0.11547677351370138,0.41503713860503866,0.16823368411269107,0.22791454684042156,0.30454891826664765,0.6040015846607127,0.0,0.5103248103153541,0.0,1.0
0.6255260607889135,0.5849625007211562,0.4358342023876842,0.0,0.46971730721253474,0.643287039547824,0.4594316186372972,0.0,0.32192809488736235,0.12854330133348985,0.14379806887337757,0.2356312079433912,0.5499541741628404,0.47777032473043246,0.44362101386968394,0.0,0.40597497681599126
0.8393692752525264,1.0,0.0,0.0,0.0,0.7055023839185539,0.0,0.0,0.0,0.44250704934975993,0.4313942066201326,0.0,0.6917267230147559,0.0,0.5103248103153541,0.0,1.0
0.5522182226033735,1.0,0.7203173564427193,0.682683128188174,0.6881692256742908,0.0,1.0,0.7369658827051854,1.0,0.0,0.0,0.7610218374636206,0.6539203757254413,0.7238118451240526,0.45926962838058916,0.9385997062393201,1.0
0.6862346730811391,1.0,0.5769659802255609,0.5870150586452875,0.0,0.6082694016886221,0.22239283353497202,0.22239283353497202,0.0,0.08735480693716614,0.22791454684042156,0.2356312079433912,0.6840778229474522,0.5887138725360789,0.5026403442312738,0.11547677351370138,1.0
0.8629108032132151,1.0,0.6300764815505815,0.6097166741603558,0.5534746368827451,0.8411553868106378,0.7004397181410922,0.4594316186372972,0.32192809488736235,0.6860362519837299,0.7546418420206538,0.3913749648496988,0.8563246518877894,0.8308362016283957,0.6148946281647432,0.0,0.40597497681599126
0.7087729213558444,1.0,0.7446025872955944,0.7259655657959367,0.6773531184990705,0.0,0.7369658827051854,0.6629647089971257,0.5849625007211562,0.0,0.0,0.5004721456243392,0.6104002530880974,0.6687036851560719,0.638673352755706,0.0,1.0
0.7465324245115295,1.0,0.0,0.0,0.0,0.5367300933233418,0.0,0.0,0.0,0.24352920263397,0.28759613774675513,0.0,0.6631444167992706,0.6037200158190668,0.5655591028167665,0.0,1.0
0.6234184405971144,0.9175379246724388,0.7028407266360269,0.7150821790276947,0.0,0.7055207770440474,0.7369658827051854,0.7369658827051854,0.0,0.11498579216480785,0.14379806887337757,0.4223645222383433,0.638979574330508,0.7423503775487198,0.43427890950994635,0.2630344058337938,0.57617504528837
0.20661387679396517,0.7104937034038774,0.5314424664741626,0.0,0.5727584547588627,0.0,0.7369658827051854,0.0,0.7369658827051854,0.0,0.0,0.37346662858990415,0.46681108490506484,0.5570843778567578,0.5103248103153541,0.0,1.0
0.7286068440232081,1.0,0.6627934202919564,0.6743373644496151,0.0,0.0,0.32192809488736235,0.32192809488736235,0.0,0.0,0.0,0.3307502157051291,0.7476455818249981,0.0,0.5103248103153541,0.0,1.0
0.8316944918625723,1.0,0.5324109096585719,0.5416839676308727,0.0,0.6046447057870524,0.32192809488736235,0.32192809488736235,0.0,0.3801270900665868,0.3717126157137991,0.27355936087800314,0.6840778229474522,0.0,0.5103248103153541,0.0,1.0
0.7892759215906258,1.0,0.7925619187158318,0.7982944891632218,0.6049796427414006,0.0,0.9385997062393201,0.9385997062393201,0.5849625007211562,0.0,0.0,0.6392986593855524,0.7826314078605396,0.7979102388287647,0.6379344258590604,0.11547677351370138,1.0
0.8409404479052691,1.0,0.0,0.0,0.0,0.5035531958416943,0.0,0.0,0.0,0.18231542130226852,0.28759613774675513,0.0,0.6840778229474522,0.6129800471003267,0.6556465496240965,0.0,0.8706984847056551
0.8738711866048801,1.0,0.503507064633625,0.0,0.5426512679971287,0.6392563927024325,0.5025006799867999,0.0,0.41503713860503866,0.31396347517706913,0.3338887761076433,0.3307502157051291,0.7476455818249981,0.7065804758436712,0.6707023591077116,0.0,1.0
0.7650389674789219,0.788496122600224,0.4385205221925392,0.4461582812064233,0.0,0.0,0.22239283353497202,0.22239283353497202,0.0,0.0,0.0,0.18673331429495207,0.7601950371763448,0.7535049888930379,0.5603022899901374,0.0,1.0
0.7458899732047587,1.0,0.38958483049786896,0.39637027131585006,0.0,0.0,0.11547677351370138,0.11547677351370138,0.0,0.0,0.0,0.1178156039716956,0.5404534126997058,0.5377681267761533,0.5979851284671333,0.0,1.0
0.6796634796605391,0.9328858728412253,0.0,0.0,0.0,0.7664998555891834,0.0,0.0,0.0,0.47508760072805883,0.4313942066201326,0.0,0.6898491909410549,0.7737808905857223,0.48754496195818414,0.12553076185926704,0.8706984847056551
0.21292849425807164,0.12553076185926704,0.6235500230118036,0.634410460705926,0.0,0.0,0.11547677351370138,0.11547677351370138,0.0,0.0,0.0,0.1178156039716956,0.5404534126997058,0.0,0.5103248103153541,0.0,1.0
0.7674271858138918,1.0,0.6984565425029403,0.0,0.7527567238920514,0.6860146030015248,1.0,0.0,1.0,0.08735480693716614,0.3338887761076433,0.7014972344742713,0.5632061100398911,0.7580790795355073,0.7192034040935339,0.11547677351370138,1.0
0.7582854270793788,1.0,0.5577797603789701,0.5451966439685485,0.446917346454982,0.0,0.6629647089971257,0.41503713860503866,0.22239283353497202,0.0,0.0,0.4223645222383433,0.558912040916852,0.6144757566152835,0.6042125979795645,0.0,1.0
0.6796965839560453,0.9068905956085185,0.0,0.0,0.0,0.6331114932933571,0.0,0.0,0.0,0.12854330133348985,0.14379806887337757,0.0,0.5303396821809085,0.46066860936129034,0.46114325576083154,0.0,0.40597497681599126
0.7472182300509862,1.0,0.0,0.0,0.0,0.5529684285810978,0.0,0.0,0.0,0.3801270900665868,0.40369221643405484,0.0,0.6104002530880974,0.5808923766987772,0.5211639000091787,0.0,1.0
0.8414344677723905,1.0,0.5164475021217911,0.49506891617643184,0.4293561088904323,0.0,0.7369658827051854,0.11547677351370138,0.6629647089971257,0.0,0.0,0.37346662858990415,0.7476455818249981,0.8155766841655975,0.6139393556588861,0.11547677351370138,1.0
0.7548458683797693,1.0,0.6683715826280714,0.6800126822380008,0.0,0.0,0.41503713860503866,0.41503713860503866,0.0,0.0,0.0,0.27355936087800314,0.5499541741628404,0.6823947830396948,0.606714328216424,0.0,1.0
0.873756248396886,1.0,0.5592840072576863,0.0,0.6027644834134286,0.5984652330712399,0.9385997062393201,0.0,0.874468855607928,0.31396347517706913,0.3338887761076433,0.4223645222383433,0.7540458174524165,0.6610399097149458,0.6832127741724854,0.0,1.0
0.8121662495050933,0.9328858728412253,0.7793423417800647,0.698754301603567,0.794171205451719,0.9492335728989998,0.7369658827051854,0.5849625007211562,0.6629647089971257,0.6615101524734891,0.6912883541808099,0.5993825073254674,0.7718141561229823,0.9459251954627719,0.6228464154724538,0.5405679305204321,1.0
